Place.id,strata_id,Location.name.in.English,Location.name.in.Arabic,Latitude,Longitude,COD_Subdistrict,district_mcna,governorate_mcna,SumDist,proba,num_households,num_surveys,pop_group,pop_group_dist
20046,Al-Kufa,Al Kreishat 2,???????? 2,32.03102475,44.40649951,Markaz Al-Kufa,al.kufa,al.najaf,504,0.011904762,6,6,idp_out_camp,idp_out_camp_al.kufa
24311,Al-Kufa,Alwat Al Fahal,???? ?????,32.07811637,44.37170203,Markaz Al-Kufa,al.kufa,al.najaf,504,0.248015873,125,30,idp_out_camp,idp_out_camp_al.kufa
20304,Al-Kufa,AL-RADHAWIYA,??????? 1,31.96229384,44.4136399,Markaz Al-Kufa,al.kufa,al.najaf,504,0.501984127,253,114,idp_out_camp,idp_out_camp_al.kufa
29598,Al-Najaf,Al Salam Complex,???? ??????,32.17414489,44.30752607,Al-Haydariya,al.najaf,al.najaf,1418,0.130465444,185,12,idp_out_camp,idp_out_camp_al.najaf
34007,Al-Najaf,Hay AL Karrar,?? ??????,32.28396373,44.27828808,Al-Haydariya,al.najaf,al.najaf,1418,0.176304654,250,24,idp_out_camp,idp_out_camp_al.najaf
20341,Al-Najaf,Al-Qasim,??????,32.31013278,44.27654775,Al-Haydariya,al.najaf,al.najaf,1418,0.042313117,60,12,idp_out_camp,idp_out_camp_al.najaf
25431,Al-Najaf,Hay Al Ameer,?? ??????,32.31602166,44.26900962,Al-Haydariya,al.najaf,al.najaf,1418,0.047249647,67,6,idp_out_camp,idp_out_camp_al.najaf
29658,Al-Najaf,Al-Shaheed Al-Sadar-Shareet,?? ?????? ?????-??????,32.07339081,44.32647878,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.029619182,42,6,idp_out_camp,idp_out_camp_al.najaf
26015,Al-Najaf,Al-Ameriya,????????,31.9869246,44.31483768,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.007052186,10,6,idp_out_camp,idp_out_camp_al.najaf
29621,Al-Najaf,Mazara Al-Hawli,????? ??????,32.0964973,44.3313444,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.084626234,120,24,idp_out_camp,idp_out_camp_al.najaf
20338,Al-Najaf,AL JEDAIDA,??????? 4,31.9902017,44.31782205,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.039492243,56,12,idp_out_camp,idp_out_camp_al.najaf
20287,Al-Najaf,Al-Ghadeer Village complex,???? ???? ??????,32.09036773,44.33345076,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.070521862,100,6,idp_out_camp,idp_out_camp_al.najaf
20122,Al-Najaf,Hay missan 230,?? ????? 230,32.06442413,44.36229196,Markaz Al-Najaf,al.najaf,al.najaf,1418,0.04583921,65,6,idp_out_camp,idp_out_camp_al.najaf
25568,Al-Diwaniya,Hay Al-Amin 2,?? ?????? 2,32.00629877,44.84477322,Al-Saniya,al.diwaniya,al.qadissiya,354,0.031073446,11,6,idp_out_camp,idp_out_camp_al.diwaniya
25070,Al-Diwaniya,Hay Al-Hussain,?? ??????,32.0701463,44.76765688,Al-Saniya,al.diwaniya,al.qadissiya,354,0.019774011,7,6,idp_out_camp,idp_out_camp_al.diwaniya
24436,Al-Diwaniya,Albo Hasan village,???? ???? ???,32.02082742,44.81889837,Al-Saniya,al.diwaniya,al.qadissiya,354,0.028248588,10,12,idp_out_camp,idp_out_camp_al.diwaniya
24903,Al-Diwaniya,Hay Al Sadir 2,?? ????? ??????,32.00637806,44.93735746,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.02259887,8,6,idp_out_camp,idp_out_camp_al.diwaniya
2943,Al-Diwaniya,Al hamad village,???? ?????,32.00409165,44.99900237,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.056497175,20,18,idp_out_camp,idp_out_camp_al.diwaniya
22815,Al-Diwaniya,Hay Al Jumhori Al Sharqi,?? ???????? ??????,31.99175319,44.92138221,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.019774011,7,6,idp_out_camp,idp_out_camp_al.diwaniya
22326,Al-Diwaniya,Al Mojamaa Al Sakani,?????? ??????,31.98188312,44.97298646,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.093220339,33,12,idp_out_camp,idp_out_camp_al.diwaniya
23681,Al-Diwaniya,Hay Al Furat-2,?? ?????? ???????,32.02006081,44.90036536,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.016949153,6,6,idp_out_camp,idp_out_camp_al.diwaniya
23715,Al-Diwaniya,Hay Al-Hadarah,?? ???????,32.01567693,44.9173569,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.033898305,12,6,idp_out_camp,idp_out_camp_al.diwaniya
22452,Al-Diwaniya,Qaryat Al Ensaf,???? ???????,31.99916497,45.01540678,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.050847458,18,6,idp_out_camp,idp_out_camp_al.diwaniya
25509,Al-Diwaniya,Al-Taamem-2,??????? ???????,31.97978115,44.94216732,Markaz Al-Diwaniya,al.diwaniya,al.qadissiya,354,0.016949153,6,6,idp_out_camp,idp_out_camp_al.diwaniya
5808,Al-Sulaymaniyah,Bazyan-shwankara,??????-????????,35.5657573,45.1954297,Bazian,al.sulaymaniyah,al.sulaymaniyah,12488,0.002802691,35,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
5930,Al-Sulaymaniyah,Wluba 326,????? 326,35.5342375,45.4295163,Qaradagh,al.sulaymaniyah,al.sulaymaniyah,12488,0.01305253,163,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
23926,Al-Sulaymaniyah,Dargazen,??????,35.5523088,45.4402254,Qaradagh,al.sulaymaniyah,al.sulaymaniyah,12488,0.003122998,39,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
21021,Al-Sulaymaniyah,Sabun karan Qt,???? ????,35.5540113,45.4456441,Qaradagh,al.sulaymaniyah,al.sulaymaniyah,12488,0.00512492,64,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
5122,Al-Sulaymaniyah,Arbat-Kharajian,????-??????,35.4650972,45.567977,Qaradagh,al.sulaymaniyah,al.sulaymaniyah,12488,0.000560538,7,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
5744,Al-Sulaymaniyah,Bardakar,???? ??,35.4513021,45.4479993,Qaradagh,al.sulaymaniyah,al.sulaymaniyah,12488,0.004724536,59,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
21033,Al-Sulaymaniyah,Tavga,?????,35.5983231,45.3944926,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.007206919,90,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
21036,Al-Sulaymaniyah,Farmanbaran,?????????,35.5897164,45.4053795,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.01305253,163,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
5737,Al-Sulaymaniyah,Awbara,??????,35.5515613,45.3801727,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.015534914,194,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
33357,Al-Sulaymaniyah,Mushirawa 406 & 206,???????? 406&206,35.5571112,45.416484,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.004083921,51,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
4441,Al-Sulaymaniyah,Sarchnar,??????,35.5802839,45.3835801,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.034593209,432,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
33348,Al-Sulaymaniyah,Chwar chra New,???? ??? ???,35.5465155,45.3972155,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.001040999,13,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
24816,Al-Sulaymaniyah,Saib City,???? ???,35.5342187,45.4131846,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.018818065,235,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
24255,Al-Sulaymaniyah,Sarwary 142,????? 142,35.5834097,45.416355,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.008327995,104,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
31982,Al-Sulaymaniyah,Handren 109,?????? 109,35.5662087,45.4024649,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.003283152,41,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
31988,Al-Sulaymaniyah,Khwar kurdsat 134,???? ??????? 134,35.5827336,45.4378381,Sarchnar,al.sulaymaniyah,al.sulaymaniyah,12488,0.005044843,63,6,idp_out_camp,idp_out_camp_al.sulaymaniyah
21719,Chamchamal,Shahidan,??????,35.7458189,44.8987014,Agjalare,chamchamal,al.sulaymaniyah,1692,0.003546099,6,6,idp_out_camp,idp_out_camp_chamchamal
3461,Chamchamal,hashazini,???? ????,35.4038402,45.1180675,Cenkaw,chamchamal,al.sulaymaniyah,1692,0.003546099,6,6,idp_out_camp,idp_out_camp_chamchamal
33380,Chamchamal,Awa Spi,??? ???,35.0232578,45.1011726,Kadr Karam,chamchamal,al.sulaymaniyah,1692,0.021867612,37,6,idp_out_camp,idp_out_camp_chamchamal
24894,Chamchamal,Chamchamal-Raparin,??????-??????,35.52360502,44.822298,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.108747045,184,24,idp_out_camp,idp_out_camp_chamchamal
6159,Chamchamal,Chamchamal-Rizgari,??????-??????,35.53982645,44.8236395,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.019503546,33,12,idp_out_camp,idp_out_camp_chamchamal
21976,Chamchamal,Ashti,????,35.53578579,44.8256465,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.054964539,93,6,idp_out_camp,idp_out_camp_chamchamal
24688,Chamchamal,Asuda,?????,35.5269308,44.8137438,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.108747045,184,6,idp_out_camp,idp_out_camp_chamchamal
21717,Chamchamal,Qadir Kir Mikan,???????????,35.5037607,44.8523393,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.046099291,78,6,idp_out_camp,idp_out_camp_chamchamal
24250,Chamchamal,Qarahanjiriakan,???????????,35.5032536,44.8426528,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.022458629,38,6,idp_out_camp,idp_out_camp_chamchamal
4933,Chamchamal,Piryadi,???????,35.5130974,44.8489363,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.066193853,112,12,idp_out_camp,idp_out_camp_chamchamal
20813,Chamchamal,SANGAWIAKAN,?????????,35.51058,44.8367107,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.034869976,59,6,idp_out_camp,idp_out_camp_chamchamal
24813,Chamchamal,Takya-Azadi,????-?????,35.6238672,44.9548877,Markaz Chamchamal,chamchamal,al.sulaymaniyah,1692,0.020685579,35,6,idp_out_camp,idp_out_camp_chamchamal
6301,Derbendikhan,Hawara barza,????????,35.1241329,45.6826464,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.085470085,90,24,idp_out_camp,idp_out_camp_derbendikhan
24251,Derbendikhan,Kanito,???? ???,35.1124805,45.6896322,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.108262108,114,12,idp_out_camp,idp_out_camp_derbendikhan
29515,Derbendikhan,Shoresh,????,35.1140736,45.6796988,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.021842355,23,12,idp_out_camp,idp_out_camp_derbendikhan
24670,Derbendikhan,Sara,???,35.1079729,45.6886106,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.075973409,80,6,idp_out_camp,idp_out_camp_derbendikhan
24253,Derbendikhan,Campe khwarw,???? ?????,35.0974312,45.6949014,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.032288699,34,12,idp_out_camp,idp_out_camp_derbendikhan
29517,Derbendikhan,Khelan,?????,35.1101359,45.6839061,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.106362773,112,12,idp_out_camp,idp_out_camp_derbendikhan
22996,Derbendikhan,Mamostayan,??????????,35.3198684,45.6948361,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.038936372,41,6,idp_out_camp,idp_out_camp_derbendikhan
23078,Derbendikhan,Rezgari,??????,35.3217373,45.6791641,Markaz Derbendikhan,derbendikhan,al.sulaymaniyah,1053,0.054131054,57,42,idp_out_camp,idp_out_camp_derbendikhan
5000,Dokan,Shekh Mansourian,??? ????????,36.07103,44.7817368,Gnareen,dokan,al.sulaymaniyah,774,0.009043928,7,6,idp_out_camp,idp_out_camp_dokan
23721,Dokan,Chawa spy,?????,35.9313984,44.9690877,Gnareen,dokan,al.sulaymaniyah,774,0.067183463,52,6,idp_out_camp,idp_out_camp_dokan
23923,Dokan,Sarcham,????,35.9279122,44.9622742,Gnareen,dokan,al.sulaymaniyah,774,0.034883721,27,6,idp_out_camp,idp_out_camp_dokan
23924,Dokan,Banwan,??????,35.9328361,44.9642292,Gnareen,dokan,al.sulaymaniyah,774,0.036175711,28,12,idp_out_camp,idp_out_camp_dokan
5068,Dokan,Topzawa,???????,35.9572654,44.9861496,Sourdash,dokan,al.sulaymaniyah,774,0.012919897,10,6,idp_out_camp,idp_out_camp_dokan
24554,Dokan,Tokma,?????,35.7246294,45.1440548,Sourdash,dokan,al.sulaymaniyah,774,0.025839793,20,6,idp_out_camp,idp_out_camp_dokan
24213,Dokan,Sara,???,35.7270477,45.1524679,Sourdash,dokan,al.sulaymaniyah,774,0.127906977,99,24,idp_out_camp,idp_out_camp_dokan
23333,Dokan,Pishowa,?????,35.7378464,45.1423851,Sourdash,dokan,al.sulaymaniyah,774,0.118863049,92,6,idp_out_camp,idp_out_camp_dokan
6305,Dokan,Shaheedan,??????,35.7314435,45.1374075,Sourdash,dokan,al.sulaymaniyah,774,0.055555556,43,6,idp_out_camp,idp_out_camp_dokan
3593,Dokan,Timar,?????,35.8574417,45.0769418,Sourdash,dokan,al.sulaymaniyah,774,0.010335917,8,6,idp_out_camp,idp_out_camp_dokan
5238,Dokan,Mergapan,???????,35.7956429,45.2535359,Sourdash,dokan,al.sulaymaniyah,774,0.04005168,31,12,idp_out_camp,idp_out_camp_dokan
22460,Halabcha,Ardalan,??????,35.2991993,46.0343419,Khourmal,halabcha,al.sulaymaniyah,613,0.014681892,9,6,idp_out_camp,idp_out_camp_halabcha
21862,Halabcha,Gulan,????? ,35.1744373,45.9810664,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.060358891,37,6,idp_out_camp,idp_out_camp_halabcha
21961,Halabcha,Kani ishqan,???? ??????,35.1696168,45.983114,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.128874388,79,6,idp_out_camp,idp_out_camp_halabcha
21863,Halabcha,Mamostaian,??????????,35.1822314,45.993632,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.014681892,9,6,idp_out_camp,idp_out_camp_halabcha
21857,Halabcha,Sharwani,???????,35.1891217,45.9950623,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.045676998,28,6,idp_out_camp,idp_out_camp_halabcha
21962,Halabcha,Marzboto,???? ????,35.1819165,45.9844709,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.021207178,13,12,idp_out_camp,idp_out_camp_halabcha
21960,Halabcha,Farmanbaran,?????????,35.185482,45.9802875,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.026101142,16,6,idp_out_camp,idp_out_camp_halabcha
25757,Halabcha,Darwazay Shar,?????? ???,35.1993777,45.9665141,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.037520392,23,6,idp_out_camp,idp_out_camp_halabcha
31863,Halabcha,Shahidan,??????,35.2543788,45.9398683,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.019575856,12,6,idp_out_camp,idp_out_camp_halabcha
31862,Halabcha,Raparine,??????,35.2555589,45.9361248,Markaz Halabja,halabcha,al.sulaymaniyah,613,0.070146819,43,6,idp_out_camp,idp_out_camp_halabcha
25647,Halabcha,Grda naze village,???? ??? ????,35.3424268,45.9255147,Shahrazur,halabcha,al.sulaymaniyah,613,0.024469821,15,6,idp_out_camp,idp_out_camp_halabcha
22920,Halabcha,Hassar,????,35.3515587,45.8727816,Shahrazur,halabcha,al.sulaymaniyah,613,0.060358891,37,12,idp_out_camp,idp_out_camp_halabcha
24096,Halabcha,Barkew,?????,35.3553403,45.8688337,Shahrazur,halabcha,al.sulaymaniyah,613,0.091353997,56,6,idp_out_camp,idp_out_camp_halabcha
23767,Kalar,Goran,?????,34.63677433,45.3383341,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.014242555,33,6,idp_out_camp,idp_out_camp_kalar
32001,Kalar,Mamostayan,??????????,34.634237,45.3205974,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.04013811,93,6,idp_out_camp,idp_out_camp_kalar
6286,Kalar,Kalar Kon,???? ???,34.63803133,45.3031242,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.081570997,189,12,idp_out_camp,idp_out_camp_kalar
23769,Kalar,Sherwana,???????,34.61085768,45.3166238,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.016400518,38,6,idp_out_camp,idp_out_camp_kalar
5995,Kalar,Grda Gozina,???? ??????,34.58637894,45.2896874,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.043159258,100,18,idp_out_camp,idp_out_camp_kalar
24890,Kalar,Sirwan,??????,34.6223123,45.3304388,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.020716444,48,6,idp_out_camp,idp_out_camp_kalar
3939,Kalar,Barda Sur,??????,34.64159387,45.3475832,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.034527406,80,6,idp_out_camp,idp_out_camp_kalar
24962,Kalar,Sharawani,???????,34.63964372,45.3129032,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.063875701,148,12,idp_out_camp,idp_out_camp_kalar
31929,Kalar,Zhalla,????,34.65595341,45.2575523,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.039706517,92,6,idp_out_camp,idp_out_camp_kalar
31932,Kalar,Azadi,?????,34.65783716,45.2387876,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.022442814,52,6,idp_out_camp,idp_out_camp_kalar
21861,Kalar,Garmyan,??????,34.66004781,45.2319431,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.067760035,157,12,idp_out_camp,idp_out_camp_kalar
21852,Kalar,Awbarik,???????,34.6656446,45.241458,Markaz Kalar,kalar,al.sulaymaniyah,2317,0.095381959,221,6,idp_out_camp,idp_out_camp_kalar
25298,Rania,Koling city,????? ???,36.2287787,44.8485077,Markaz Rania,rania,al.sulaymaniyah,406,0.184729064,75,12,idp_out_camp,idp_out_camp_rania
25293,Rania,Raparine,??????,36.20458,44.8215052,Markaz Rania,rania,al.sulaymaniyah,406,0.022167488,9,6,idp_out_camp,idp_out_camp_rania
25297,Rania,Rozhhalat,???????,36.2114866,44.836857,Markaz Rania,rania,al.sulaymaniyah,406,0.041871921,17,18,idp_out_camp,idp_out_camp_rania
5568,Rania,kurdistan,????????,36.2205991,44.8359597,Markaz Rania,rania,al.sulaymaniyah,406,0.041871921,17,6,idp_out_camp,idp_out_camp_rania
25296,Rania,Qandil,?????,36.2097303,44.8337084,Markaz Rania,rania,al.sulaymaniyah,406,0.044334975,18,6,idp_out_camp,idp_out_camp_rania
29686,Rania,Saraa,????,36.2112346,44.8277604,Markaz Rania,rania,al.sulaymaniyah,406,0.07635468,31,12,idp_out_camp,idp_out_camp_rania
31869,Rania,Azadi 2,????? 2,36.2527794,44.8751276,Markaz Rania,rania,al.sulaymaniyah,406,0.032019704,13,12,idp_out_camp,idp_out_camp_rania
25522,Rania,Kewa Rash,????? ?,36.2633631,44.8813414,Markaz Rania,rania,al.sulaymaniyah,406,0.032019704,13,6,idp_out_camp,idp_out_camp_rania
24814,Rania,Mamostayan,??????????,36.2589441,44.8900763,Markaz Rania,rania,al.sulaymaniyah,406,0.022167488,9,6,idp_out_camp,idp_out_camp_rania
24101,Rania,Nawroz,?????,36.2494431,44.8741161,Markaz Rania,rania,al.sulaymaniyah,406,0.110837438,45,12,idp_out_camp,idp_out_camp_rania
24984,Al-Mussyab,Hay Al-Rafedain,????? ??????????-?? ????????,32.88290099,44.34190731,Al-Iskandaria,al.mussyab,babil,2341,0.055104656,129,18,idp_out_camp,idp_out_camp_al.mussyab
24985,Al-Mussyab,Hay Alaskarey,????? ??????????-?? ???????,32.88258483,44.34809365,Al-Iskandaria,al.mussyab,babil,2341,0.037590773,88,6,idp_out_camp,idp_out_camp_al.mussyab
25613,Al-Mussyab,Al-Iskandaria-Hay Al-Muthana,?? ??????,32.88429675,44.38653827,Al-Iskandaria,al.mussyab,babil,2341,0.009397693,22,6,idp_out_camp,idp_out_camp_al.mussyab
24296,Al-Mussyab,Al Iskandariyah Area-Mowelha,????? ??????????-??????,32.87783,44.41548,Al-Iskandaria,al.mussyab,babil,2341,0.014523708,34,6,idp_out_camp,idp_out_camp_al.mussyab
24707,Al-Mussyab,Hay Al Ataba,?? ???????,32.79055304,44.27722478,Jurf Al-Sakhar,al.mussyab,babil,2341,0.101238787,237,18,idp_out_camp,idp_out_camp_al.mussyab
7126,Al-Mussyab,Al Hamiyah-Al Mutaqedin 1,???????-?????????? 1,32.81393002,44.26428293,Jurf Al-Sakhar,al.mussyab,babil,2341,0.046988466,110,12,idp_out_camp,idp_out_camp_al.mussyab
24165,Al-Mussyab,Al Hamiyah-Oayef village,???????-???? ????,32.80751183,44.26748722,Jurf Al-Sakhar,al.mussyab,babil,2341,0.04015378,94,6,idp_out_camp,idp_out_camp_al.mussyab
26119,Al-Mussyab,Hay Al Ghadeer 3,?????? 3,32.78266858,44.26577385,Jurf Al-Sakhar,al.mussyab,babil,2341,0.02007689,47,6,idp_out_camp,idp_out_camp_al.mussyab
24171,Al-Mussyab,Hay Al Moatnen 3,?? ????????? 3,32.78355036,44.26641899,Jurf Al-Sakhar,al.mussyab,babil,2341,0.061939342,145,6,idp_out_camp,idp_out_camp_al.mussyab
29582,Al-Mussyab,Hay Al Moatnen 1,?? ????????? 1,32.78803072,44.26797728,Jurf Al-Sakhar,al.mussyab,babil,2341,0.039299445,92,6,idp_out_camp,idp_out_camp_al.mussyab
7220,Al-Mussyab,Albo Hamdan,???? ?????,32.78539749,44.28417791,Jurf Al-Sakhar,al.mussyab,babil,2341,0.01409654,33,6,idp_out_camp,idp_out_camp_al.mussyab
26125,Al-Mussyab,Hay Al Ghadeer 1,?????? 1,32.78810361,44.26738627,Jurf Al-Sakhar,al.mussyab,babil,2341,0.027765912,65,6,idp_out_camp,idp_out_camp_al.mussyab
27255,Al-Adhamiya,Hay Al Rabee-334,?? ??????-334,33.40111532,44.35124615,Al-Fahama,al.adhamiya,baghdad,491,0.016293279,8,6,idp_out_camp,idp_out_camp_al.adhamiya
25394,Al-Adhamiya,Bob Al Sham-361,??? ?????-361,33.46695109,44.38525036,Al-Fahama,al.adhamiya,baghdad,491,0.022403259,11,6,idp_out_camp,idp_out_camp_al.adhamiya
24176,Al-Adhamiya,Hay Al Rabee-332,?? ??????-332,33.39802228,44.3537499,Al-Fahama,al.adhamiya,baghdad,491,0.061099796,30,6,idp_out_camp,idp_out_camp_al.adhamiya
25397,Al-Adhamiya,Bob Al Sham-365,??? ?????-365,33.44643956,44.38621141,Al-Fahama,al.adhamiya,baghdad,491,0.018329939,9,6,idp_out_camp,idp_out_camp_al.adhamiya
22777,Al-Adhamiya,Hay Al Rabee-340,?? ??????-340,33.40538339,44.3593348,Al-Fahama,al.adhamiya,baghdad,491,0.040733198,20,6,idp_out_camp,idp_out_camp_al.adhamiya
22538,Al-Adhamiya,Tunis-330,????-330,33.40567668,44.36590738,Al-Fahama,al.adhamiya,baghdad,491,0.036659878,18,6,idp_out_camp,idp_out_camp_al.adhamiya
23728,Al-Adhamiya,Adhamiya-310,????????-310,33.36576245,44.35338848,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.022403259,11,6,idp_out_camp,idp_out_camp_al.adhamiya
7730,Al-Adhamiya,Adhamia-312,????????-312,33.3702673,44.35609192,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.107942974,53,6,idp_out_camp,idp_out_camp_al.adhamiya
23999,Al-Adhamiya,Al Qahira-307,???????-307,33.37876786,44.39037264,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.052953157,26,6,idp_out_camp,idp_out_camp_al.adhamiya
24003,Al-Adhamiya,Al Shamasiyah-320,????????-320,33.38242472,44.37745988,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.061099796,30,6,idp_out_camp,idp_out_camp_al.adhamiya
7717,Al-Adhamiya,Adhamia-308,????????-308,33.36889192,44.36206417,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.026476578,13,6,idp_out_camp,idp_out_camp_al.adhamiya
23646,Al-Adhamiya,Adhamia-314,????????-314,33.37231728,44.36462593,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.091649695,45,6,idp_out_camp,idp_out_camp_al.adhamiya
24002,Al-Adhamiya,Al Shamasiyah-316,????????-316,33.37283799,44.37454008,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.048879837,24,6,idp_out_camp,idp_out_camp_al.adhamiya
24004,Al-Adhamiya,Al Maghreb-302,??????-302,33.35775724,44.38098462,Markaz Al-Adhamiya,al.adhamiya,baghdad,491,0.022403259,11,6,idp_out_camp,idp_out_camp_al.adhamiya
23867,Al-Kadhmiyah,Al-Nasir Walsalam-1000,????? ???????-1000,33.30058432,44.04183549,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.009090909,17,6,idp_out_camp,idp_out_camp_al.kadhmiyah
31711,Al-Kadhmiyah,Al Zaidan-Al sultan village,???????-???? ???????,33.2687573,44.04619052,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.004812834,9,6,idp_out_camp,idp_out_camp_al.kadhmiyah
25126,Al-Kadhmiyah,Khan Dhari Center,??? ???? ????,33.2994514,44.05792398,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.013368984,25,6,idp_out_camp,idp_out_camp_al.kadhmiyah
21173,Al-Kadhmiyah,1 Athar,1 ????,33.30332135,44.18543633,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.03315508,62,12,idp_out_camp,idp_out_camp_al.kadhmiyah
31714,Al-Kadhmiyah,Shuhada Markza-Shuhdda the second,??????? ??????-????? ???????,33.30905301,44.15002481,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.03315508,62,6,idp_out_camp,idp_out_camp_al.kadhmiyah
7658,Al-Kadhmiyah,Al-Resalah,???????,33.29721044,44.11908434,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.023529412,44,6,idp_out_camp,idp_out_camp_al.kadhmiyah
27247,Al-Kadhmiyah,Al Shams complex,???? ?????,33.31451807,44.02124715,Abu Ghraib,al.kadhmiyah,baghdad,1870,0.073796791,138,6,idp_out_camp,idp_out_camp_al.kadhmiyah
25185,Al-Kadhmiyah,Awad Al Hussain village,???? ???? ??????,33.55010522,44.19331218,Al-Taji,al.kadhmiyah,baghdad,1870,0.003743316,7,6,idp_out_camp,idp_out_camp_al.kadhmiyah
27413,Al-Kadhmiyah,Al Ahnaf-Al Rakia Fadel village,??????-????? ?????,33.43497456,44.24392406,Al-Taji,al.kadhmiyah,baghdad,1870,0.020320856,38,6,idp_out_camp,idp_out_camp_al.kadhmiyah
25164,Al-Kadhmiyah,Sabea Al Buor-8000,??? ?????-8000,33.45256226,44.15676736,Al-Taji,al.kadhmiyah,baghdad,1870,0.004812834,9,6,idp_out_camp,idp_out_camp_al.kadhmiyah
